Expected matrix,
Financial District/South Beach,5.9012,40.6736,50.2550,3.7437,0.0000,0.0000,1.0787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3478,0.0000,0.0000,0.0000
South of Market,26.8389,184.9866,228.5638,17.0268,0.0000,0.0000,4.9060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6779,0.0000,0.0000,0.0000
Tenderloin,60.2599,415.3398,513.1812,38.2294,0.0000,0.0000,11.0153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.9744,0.0000,0.0000,0.0000
Financial District/South Beach,NON_PAYMENT,6.3031
Financial District/South Beach,BREACH,0.9840
Financial District/South Beach,NUISANCE,8.1637
South of Market,NON_PAYMENT,13.6796
South of Market,BREACH,0.2639
South of Market,NUISANCE,2.8592
Tenderloin,NON_PAYMENT,10.5885
Tenderloin,BREACH,0.0010
Tenderloin,NUISANCE,4.0909
chi,46.9340,df,4,pVal,0.0000
