Expected matrix,
Bernal Heights,24.6440,95.1293,79.9637,9.4785,0.0000,0.0000,0.0000,61.0068,15.6825,11.0295,0.0000,63.5918,0.0000,0.0000,0.0000,19.4739,0.0000,0.0000,0.0000
Mission,108.1093,417.3170,350.7882,41.5805,0.0000,0.0000,0.0000,267.6272,68.7968,48.3846,0.0000,278.9673,0.0000,0.0000,0.0000,85.4290,0.0000,0.0000,0.0000
Portola,10.2467,39.5537,33.2481,3.9410,0.0000,0.0000,0.0000,25.3660,6.5206,4.5859,0.0000,26.4408,0.0000,0.0000,0.0000,8.0971,0.0000,0.0000,0.0000
Bernal Heights,NON_PAYMENT,0.8751
Bernal Heights,BREACH,5.1478
Bernal Heights,NUISANCE,5.4960
Bernal Heights,OWNER_MOVE_IN,24.9229
Bernal Heights,DEMOLITION,11.3091
Bernal Heights,ELLIS_ACT_WITHDRAWAL,2.1130
Bernal Heights,LATE_PAY,0.1196
Mission,NON_PAYMENT,0.0114
Mission,BREACH,1.1266
Mission,NUISANCE,1.6711
Mission,OWNER_MOVE_IN,6.7896
Mission,DEMOLITION,10.4375
Mission,ELLIS_ACT_WITHDRAWAL,4.3994
Mission,LATE_PAY,0.8317
Portola,NON_PAYMENT,3.2303
Portola,BREACH,0.0050
Portola,NUISANCE,0.3173
Portola,OWNER_MOVE_IN,0.5206
Portola,DEMOLITION,27.8644
Portola,ELLIS_ACT_WITHDRAWAL,20.7812
Portola,LATE_PAY,5.8849
chi,133.8546,df,12,pVal,0.0000
