Expected matrix,
Marina,31.8319,161.5052,86.7839,14.4081,0.0000,0.0000,4.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.4499,0.0000,0.0000,0.0000
Pacific Heights,32.5261,165.0271,88.6764,14.7223,0.0000,0.0000,4.1086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.9395,0.0000,0.0000,0.0000
Presidio Heights,7.9332,40.2505,21.6284,3.5908,0.0000,0.0000,1.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5950,0.0000,0.0000,0.0000
Russian Hill,22.7088,115.2171,61.9113,10.2787,0.0000,0.0000,2.8685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0157,0.0000,0.0000,0.0000
Marina,NON_PAYMENT,8.9003
Marina,BREACH,0.3478
Marina,NUISANCE,3.4153
Marina,LATE_PAY,1.8531
Pacific Heights,NON_PAYMENT,11.6593
Pacific Heights,BREACH,1.0284
Pacific Heights,NUISANCE,1.5375
Pacific Heights,LATE_PAY,0.1851
Presidio Heights,NON_PAYMENT,0.5385
Presidio Heights,BREACH,1.6912
Presidio Heights,NUISANCE,0.2601
Presidio Heights,LATE_PAY,9.8006
Russian Hill,NON_PAYMENT,0.9764
Russian Hill,BREACH,1.6488
Russian Hill,NUISANCE,1.0109
Russian Hill,LATE_PAY,0.5678
chi,45.4210,df,15,pVal,0.0001
