Expected matrix,
Nob Hill,36.3089,182.7967,142.1057,15.0244,0.0000,0.0000,0.0000,43.8211,0.6260,26.9187,0.0000,142.7317,0.0000,0.0000,0.0000,25.6667,0.0000,0.0000,0.0000
North Beach,21.6911,109.2033,84.8943,8.9756,0.0000,0.0000,0.0000,26.1789,0.3740,16.0813,0.0000,85.2683,0.0000,0.0000,0.0000,15.3333,0.0000,0.0000,0.0000
Nob Hill,NON_PAYMENT,0.8920
Nob Hill,BREACH,0.1259
Nob Hill,NUISANCE,2.0085
Nob Hill,ILLEGAL,0.0634
Nob Hill,OWNER_MOVE_IN,0.0757
Nob Hill,CAPITAL_IMPROVEMENT,0.3527
Nob Hill,ELLIS_ACT_WITHDRAWAL,3.6203
Nob Hill,LATE_PAY,0.2121
North Beach,NON_PAYMENT,1.4932
North Beach,BREACH,0.2107
North Beach,NUISANCE,3.3620
North Beach,ILLEGAL,0.1060
North Beach,OWNER_MOVE_IN,0.1267
North Beach,CAPITAL_IMPROVEMENT,0.5904
North Beach,ELLIS_ACT_WITHDRAWAL,6.0601
North Beach,LATE_PAY,0.3551
chi,19.6547,df,8,pVal,0.0117
