Expected matrix,
Marina,29.2556,148.4337,79.7600,13.2420,0.0000,0.0000,0.0000,68.9816,5.8511,22.4806,0.0000,64.3623,0.0000,0.0000,0.0000,20.6329,0.0000,0.0000,0.0000
Pacific Heights,30.0306,152.3657,81.8729,13.5928,0.0000,0.0000,0.0000,70.8090,6.0061,23.0761,0.0000,66.0673,0.0000,0.0000,0.0000,21.1795,0.0000,0.0000,0.0000
Presidio Heights,10.0748,51.1162,27.4670,4.5602,0.0000,0.0000,0.0000,23.7553,2.0150,7.7417,0.0000,22.1645,0.0000,0.0000,0.0000,7.1054,0.0000,0.0000,0.0000
Russian Hill,25.6390,130.0843,69.9001,11.6050,0.0000,0.0000,0.0000,60.4541,5.1278,19.7016,0.0000,56.4058,0.0000,0.0000,0.0000,18.0823,0.0000,0.0000,0.0000
Marina,NON_PAYMENT,6.9464
Marina,BREACH,2.8496
Marina,NUISANCE,7.3668
Marina,OWNER_MOVE_IN,1.1790
Marina,CAPITAL_IMPROVEMENT,0.5389
Marina,ELLIS_ACT_WITHDRAWAL,14.3232
Marina,LATE_PAY,1.0403
Pacific Heights,NON_PAYMENT,16.0721
Pacific Heights,BREACH,0.0009
Pacific Heights,NUISANCE,0.2900
Pacific Heights,OWNER_MOVE_IN,1.0959
Pacific Heights,CAPITAL_IMPROVEMENT,3.4510
Pacific Heights,ELLIS_ACT_WITHDRAWAL,7.3708
Pacific Heights,LATE_PAY,0.6892
Presidio Heights,NON_PAYMENT,0.0006
Presidio Heights,BREACH,7.1490
Presidio Heights,NUISANCE,0.4376
Presidio Heights,OWNER_MOVE_IN,4.4182
Presidio Heights,CAPITAL_IMPROVEMENT,2.9042
Presidio Heights,ELLIS_ACT_WITHDRAWAL,6.3200
Presidio Heights,LATE_PAY,4.8902
Russian Hill,NON_PAYMENT,2.2760
Russian Hill,BREACH,0.0090
Russian Hill,NUISANCE,3.6168
Russian Hill,OWNER_MOVE_IN,1.8078
Russian Hill,CAPITAL_IMPROVEMENT,0.0250
Russian Hill,ELLIS_ACT_WITHDRAWAL,29.2148
Russian Hill,LATE_PAY,1.4284
chi,127.7115,df,24,pVal,0.0000
