Expected matrix,
Nob Hill,37.9636,191.1273,148.5818,15.7091,0.0000,0.0000,11.7818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.8364,0.0000,0.0000,0.0000
North Beach,20.0364,100.8727,78.4182,8.2909,0.0000,0.0000,6.2182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1636,0.0000,0.0000,0.0000
Nob Hill,NON_PAYMENT,0.4292
Nob Hill,BREACH,0.9016
Nob Hill,NUISANCE,0.7305
Nob Hill,ILLEGAL,0.0054
Nob Hill,UNAPPROVED_SUBTENANT,0.6568
Nob Hill,LATE_PAY,0.0505
North Beach,NON_PAYMENT,0.8131
North Beach,BREACH,1.7083
North Beach,NUISANCE,1.3841
North Beach,ILLEGAL,0.0102
North Beach,UNAPPROVED_SUBTENANT,1.2445
North Beach,LATE_PAY,0.0956
chi,8.0298,df,5,pVal,0.1955
