Expected matrix,
Glen Park,4.9412,19.8824,11.6471,3.6471,0.0000,0.0000,0.0000,17.0588,1.8824,2.7059,0.0000,11.0588,0.0000,0.0000,0.0000,3.1765,0.0000,0.0000,0.0000
Noe Valley,26.4613,106.4752,62.3731,19.5310,0.0000,0.0000,0.0000,91.3545,10.0805,14.4907,0.0000,59.2229,0.0000,0.0000,0.0000,17.0108,0.0000,0.0000,0.0000
Twin Peaks,10.5975,42.6424,24.9799,7.8220,0.0000,0.0000,0.0000,36.5867,4.0372,5.8034,0.0000,23.7183,0.0000,0.0000,0.0000,6.8127,0.0000,0.0000,0.0000
Glen Park,BREACH,5.9563
Glen Park,NUISANCE,0.6016
Glen Park,OWNER_MOVE_IN,9.8174
Glen Park,ELLIS_ACT_WITHDRAWAL,0.0003
Noe Valley,BREACH,2.5646
Noe Valley,NUISANCE,1.4085
Noe Valley,OWNER_MOVE_IN,0.0766
Noe Valley,ELLIS_ACT_WITHDRAWAL,1.1417
Twin Peaks,BREACH,0.7466
Twin Peaks,NUISANCE,5.7840
Twin Peaks,OWNER_MOVE_IN,6.6403
Twin Peaks,ELLIS_ACT_WITHDRAWAL,2.8917
chi,37.6297,df,6,pVal,0.0000
