Expected matrix,
Haight Ashbury,25.1149,133.6115,103.6745,12.8589,0.0000,0.0000,0.0000,45.0060,3.0138,20.0920,0.0000,70.9246,0.0000,0.0000,0.0000,22.7039,0.0000,0.0000,0.0000
Hayes Valley,28.3908,151.0391,117.1972,14.5361,0.0000,0.0000,0.0000,50.8763,3.4069,22.7126,0.0000,80.1756,0.0000,0.0000,0.0000,25.6653,0.0000,0.0000,0.0000
Nob Hill,35.4023,188.3402,146.1407,18.1260,0.0000,0.0000,0.0000,63.4409,4.2483,28.3218,0.0000,99.9761,0.0000,0.0000,0.0000,32.0037,0.0000,0.0000,0.0000
North Beach,21.1494,112.5149,87.3048,10.8285,0.0000,0.0000,0.0000,37.8998,2.5379,16.9195,0.0000,59.7260,0.0000,0.0000,0.0000,19.1191,0.0000,0.0000,0.0000
Western Addition,14.9425,79.4943,61.6828,7.6506,0.0000,0.0000,0.0000,26.7770,1.7931,11.9540,0.0000,42.1977,0.0000,0.0000,0.0000,13.5080,0.0000,0.0000,0.0000
3,NON_PAYMENT,1.2538
3,BREACH,0.0196
3,NUISANCE,4.2687
3,ILLEGAL,0.7388
3,OWNER_MOVE_IN,2.5859
3,CAPITAL_IMPROVEMENT,0.9080
3,ELLIS_ACT_WITHDRAWAL,39.0179
3,LATE_PAY,1.9584
5,NON_PAYMENT,5.8440
5,BREACH,2.8786
5,NUISANCE,3.0132
5,ILLEGAL,0.2687
5,OWNER_MOVE_IN,30.4084
5,CAPITAL_IMPROVEMENT,21.7573
5,ELLIS_ACT_WITHDRAWAL,2.3553
5,LATE_PAY,0.2322
chi,218.2312,df,28,pVal,0.0000
