Expected matrix,
Financial District/South Beach,5.9140,37.4798,39.9563,3.6593,0.0000,0.0000,0.0000,6.2097,3.3636,3.2157,0.0000,6.1727,0.0000,0.0000,0.0000,4.0289,0.0000,0.0000,0.0000
Haight Ashbury,23.4946,148.8972,158.7356,14.5373,0.0000,0.0000,0.0000,24.6694,13.3626,12.7752,0.0000,24.5225,0.0000,0.0000,0.0000,16.0057,0.0000,0.0000,0.0000
Hayes Valley,26.5591,168.3185,179.4402,16.4335,0.0000,0.0000,0.0000,27.8871,15.1055,14.4415,0.0000,27.7211,0.0000,0.0000,0.0000,18.0934,0.0000,0.0000,0.0000
South of Market,31.6667,200.6875,213.9479,19.5938,0.0000,0.0000,0.0000,33.2500,18.0104,17.2188,0.0000,33.0521,0.0000,0.0000,0.0000,21.5729,0.0000,0.0000,0.0000
Tenderloin,58.3871,370.0282,394.4778,36.1270,0.0000,0.0000,0.0000,61.3065,33.2077,31.7480,0.0000,60.9415,0.0000,0.0000,0.0000,39.7762,0.0000,0.0000,0.0000
Western Addition,13.9785,88.5887,94.4422,8.6492,0.0000,0.0000,0.0000,14.6774,7.9503,7.6008,0.0000,14.5901,0.0000,0.0000,0.0000,9.5228,0.0000,0.0000,0.0000
5,NON_PAYMENT,4.6878
5,BREACH,8.1789
5,NUISANCE,33.3288
5,OWNER_MOVE_IN,133.2342
5,ELLIS_ACT_WITHDRAWAL,45.7026
6,NON_PAYMENT,9.3678
6,BREACH,5.7115
6,NUISANCE,68.6161
6,OWNER_MOVE_IN,61.3065
6,ELLIS_ACT_WITHDRAWAL,37.7147
chi,527.3200,df,20,pVal,0.0000
