Expected matrix,
Excelsior,42.9843,110.5906,57.5906,21.7008,0.0000,0.0000,2.5039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.6299,0.0000,0.0000,0.0000
Oceanview/Merced/Ingleside,37.7937,97.2362,50.6362,19.0803,0.0000,0.0000,2.2016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0520,0.0000,0.0000,0.0000
Outer Mission,22.2220,57.1732,29.7732,11.2189,0.0000,0.0000,1.2945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3181,0.0000,0.0000,0.0000
Excelsior,NON_PAYMENT,0.3752
Excelsior,BREACH,1.8775
Excelsior,NUISANCE,1.2814
Excelsior,ILLEGAL,2.0691
Excelsior,LATE_PAY,0.0897
Oceanview/Merced/Ingleside,NON_PAYMENT,1.6072
Oceanview/Merced/Ingleside,BREACH,0.1457
Oceanview/Merced/Ingleside,NUISANCE,0.0080
Oceanview/Merced/Ingleside,ILLEGAL,4.1698
Oceanview/Merced/Ingleside,LATE_PAY,0.3575
Outer Mission,NON_PAYMENT,0.6423
Outer Mission,BREACH,5.7766
Outer Mission,NUISANCE,2.8594
Outer Mission,ILLEGAL,0.4389
Outer Mission,LATE_PAY,1.4310
chi,23.1291,df,8,pVal,0.0032
