Expected matrix,
Haight Ashbury,20.0688,111.7261,86.5653,11.9814,0.0000,0.0000,5.0921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5664,0.0000,0.0000,0.0000
Hayes Valley,31.3135,174.3275,135.0688,18.6946,0.0000,0.0000,7.9452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.6503,0.0000,0.0000,0.0000
Western Addition,15.6177,86.9464,67.3660,9.3240,0.0000,0.0000,3.9627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7832,0.0000,0.0000,0.0000
Haight Ashbury,NON_PAYMENT,2.4898
Haight Ashbury,BREACH,0.0463
Haight Ashbury,NUISANCE,0.0037
Haight Ashbury,ILLEGAL,0.0804
Haight Ashbury,LATE_PAY,0.5467
Hayes Valley,NON_PAYMENT,6.8882
Hayes Valley,BREACH,0.1252
Hayes Valley,NUISANCE,2.9819
Hayes Valley,ILLEGAL,0.3884
Hayes Valley,LATE_PAY,1.1981
Western Addition,NON_PAYMENT,3.7156
Western Addition,BREACH,0.5550
Western Addition,NUISANCE,6.3202
Western Addition,ILLEGAL,1.4493
Western Addition,LATE_PAY,5.7028
chi,32.4914,df,10,pVal,0.0003
