Expected matrix,
Bernal Heights,19.6048,75.6774,63.6129,7.5403,0.0000,0.0000,5.0726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4919,0.0000,0.0000,0.0000
Mission,112.3871,433.8299,364.6686,43.2258,0.0000,0.0000,29.0792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.8094,0.0000,0.0000,0.0000
Portola,11.0081,42.4927,35.7185,4.2339,0.0000,0.0000,2.8482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6987,0.0000,0.0000,0.0000
Bernal Heights,NON_PAYMENT,0.0080
Bernal Heights,BREACH,0.0947
Bernal Heights,NUISANCE,0.3345
Bernal Heights,LATE_PAY,1.9584
Mission,NON_PAYMENT,0.2582
Mission,BREACH,0.0616
Mission,NUISANCE,0.2927
Mission,LATE_PAY,1.5703
Portola,NON_PAYMENT,2.2637
Portola,BREACH,0.1462
Portola,NUISANCE,0.9155
Portola,LATE_PAY,4.5647
chi,12.4686,df,6,pVal,0.0523
